/tc/csv/v1
signature/timestamp
#insert or #remove or <>

2021-03-20 18:36:00;-15.790370;-47.878825;1;25;62;6;0;0;280
2021-03-20 18:36:00;-15.753950;-47.879337;1;43;123;17;0;0;1
2021-03-20 18:36:00;-15.731598;-47.896735;1;12;124;6;0;0;1
2021-03-20 18:36:00;-15.816786;-47.943379;1;55;59;6;0;0;21
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;122;17;0;0;4
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;245;17;0;0;11
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;249;17;0;0;9
2021-03-20 18:36:00;-15.781107;-47.892917;1;60;123;6;0;0;1
2021-03-20 18:36:00;-15.753950;-47.879337;1;43;59;17;0;0;1
2021-03-20 18:36:00;-15.795423;-47.873152;1;58;251;6;0;0;309
2021-03-20 18:36:00;-15.731598;-47.896735;1;12;61;17;0;0;42
2021-03-20 18:36:00;-15.816786;-47.943379;1;55;59;17;0;0;4
2021-03-20 18:36:00;-15.790370;-47.878825;1;25;59;6;0;0;3
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;63;6;0;0;21
2021-03-20 18:36:00;-15.771045;-47.871423;1;24;122;6;0;0;41
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;62;17;0;0;583
2021-03-20 18:36:00;-15.770945;-47.873543;1;21;123;17;0;0;31
2021-03-20 18:36:00;-15.801176;-47.883463;1;38;59;17;0;0;39
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;61;6;0;0;1324
2021-03-20 18:36:00;-15.804671;-47.881720;1;63;61;17;0;0;2
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;250;17;0;0;47
2021-03-20 18:36:00;-15.753950;-47.879337;1;43;59;6;0;0;863
2021-03-20 18:36:00;-15.801132;-47.879293;1;42;60;6;0;0;1
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;125;17;0;0;112
2021-03-20 18:36:00;-15.815952;-47.943111;1;2;123;17;0;0;2
2021-03-20 18:36:00;-15.816786;-47.943379;1;55;122;17;0;0;20
2021-03-20 18:36:00;-15.784173;-47.886892;1;9;59;6;0;0;23
2021-03-20 18:36:00;-15.795682;-47.893624;1;5;123;6;0;0;3
2021-03-20 18:36:00;-15.771045;-47.871423;1;24;123;6;0;0;38
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;62;6;0;0;1581
2021-03-20 18:36:00;-15.801176;-47.883463;1;38;123;6;0;0;35
2021-03-20 18:36:00;-15.710741;-47.911236;1;8;60;6;0;0;4
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;253;17;0;0;20
2021-03-20 18:36:00;-15.771045;-47.871423;1;24;58;6;0;0;214
2021-03-20 18:36:00;-15.804671;-47.881720;1;63;61;6;0;0;23
2021-03-20 18:36:00;-15.770945;-47.873543;1;21;59;6;0;0;3
2021-03-20 18:36:00;-15.710741;-47.911236;1;8;124;6;0;0;6
2021-03-20 18:36:00;-15.770945;-47.873543;1;21;58;6;0;0;1
2021-03-20 18:36:00;-15.830376;-47.930627;1;26;57;17;0;0;20
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;254;1;0;0;1
2021-03-20 18:36:00;-15.816786;-47.943379;1;55;61;6;0;0;2
2021-03-20 18:36:00;-15.795682;-47.893624;1;23;123;6;0;0;15
2021-03-20 18:36:00;-15.815952;-47.943111;1;2;124;6;0;0;1
2021-03-20 18:36:00;-15.801176;-47.883463;1;38;59;6;0;0;25
2021-03-20 18:36:00;-15.801478;-47.934763;1;39;59;17;0;0;1
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;254;6;0;0;2
2021-03-20 18:36:00;-15.796647;-47.868991;1;57;61;17;0;0;6
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;56;6;0;0;10
2021-03-20 18:36:00;-15.795682;-47.893624;1;23;123;17;0;0;6
2021-03-20 18:36:00;-15.795423;-47.873152;1;58;59;6;0;0;1
2021-03-20 18:36:00;-15.795423;-47.873152;1;58;124;17;0;0;6
2021-03-20 18:36:00;-15.731598;-47.896735;1;12;60;6;0;0;10
2021-03-20 18:36:00;-15.830376;-47.930627;1;26;123;6;0;0;1
2021-03-20 18:36:00;-15.804671;-47.881720;1;65;124;6;0;0;4
2021-03-20 18:36:00;-15.790370;-47.878825;1;20;124;6;0;0;15
2021-03-20 18:36:00;-15.79562;-47.891049;1;40;123;17;0;0;2
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;124;47;0;0;3
2021-03-20 18:36:00;-15.816786;-47.943379;1;55;252;6;0;0;12
2021-03-20 18:36:00;-15.804671;-47.881720;1;63;125;6;0;0;1
2021-03-20 18:36:00;-15.795682;-47.893624;1;19;59;6;0;0;7
2021-03-20 18:36:00;-15.787685;-47.921448;1;53;59;17;0;0;1
2021-03-20 18:36:00;-15.801176;-47.883463;1;38;55;17;0;0;1
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;58;6;0;0;77
2021-03-20 18:36:00;-15.790370;-47.878825;1;25;251;6;0;0;807
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;253;1;0;0;1
2021-03-20 18:36:00;-15.796741;-47.880261;1;3;60;6;0;0;13
2021-03-20 18:36:00;-15.795682;-47.893624;1;23;124;6;0;0;1
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;64;1;0;0;1
2021-03-20 18:36:00;-15.787983;-47.914191;1;52;251;6;0;0;11
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;60;17;0;0;60
2021-03-20 18:36:00;-15.731598;-47.896735;1;12;125;17;0;0;1
2021-03-20 18:36:00;-15.830376;-47.930627;1;26;60;6;0;0;111
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;64;6;0;0;289
2021-03-20 18:36:00;-15.815952;-47.943111;1;2;59;6;0;0;1
2021-03-20 18:36:00;-15.814495;-47.825561;1;1;252;6;0;0;43
